STNNBR,CSTNO,POS,BTLSER,F,TIME,CTDPRS,CTDDEP,CTDTMP,CTDSAL,THETA,SIGTHT,DOSTTMP,F_1,CTDOXY,F_2,SALNTY,F_3,OXYGEN,F_4,PHSPHT,F_5,NO2+NO3,F_6,NITRIT,F_7,SILCAT,F_8,PH,F_9,PH_TMP,PH_SCL,CHLORA,F_10,PPHYTN,F_11,TCARBN,F_12,ALKALI,F_13
Unnamed: 0,     ,   ,         , , JST,     DBAR,METERS,   ITS-90,   PSS-78,   ITS-90.1,    KG/M3,   ITS-90.2, .1,  UMOL/KG, .2,   PSS-78.1, .3,  UMOL/KG.1, .4,  UMOL/KG.2, .5,  UMOL/KG.3, .6,  UMOL/KG.4, .7,  UMOL/KG.5, .8,         .1, .9, ITS-90,      ,     UG/L, .10,     UG/L.1, .11,  UMOL/KG.6, .12,  UMOL/KG.7,Unnamed: 39
 RF-6696,1,7, 02-26319,2,707,1416.0,1402.0,2.8036,34.5146,2.705,27.524,2.8031,2,76.7,2,34.5138,2,76.24,2,2.87,2,40.11,2,0.0,2,136.82,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,6, 02-26318,2,702,1616.3,1600.0,2.4897,34.5572,2.3784,27.5861,2.4898,2,91.0,2,34.5576,2,90.72,2,2.82,2,39.4,2,0.0,2,140.25,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,5, 02-26317,2,658,1821.1,1802.0,2.1988,34.5903,2.0745,27.6375,2.199,2,103.6,2,-999.0,9,103.37,2,2.76,2,38.8,2,0.0,2,142.84,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,4, 02-26316,2,653,2023.7,2001.0,1.9813,34.6124,1.8433,27.6734,1.9813,2,113.7,2,34.6129,2,113.3,6,2.71,6,38.24,6,0.0,6,144.27,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6697,1,-9,       -9,0,1552,0.0,10.0,30.3925,34.9127,30.3919,21.5264,-999.0,9,194.1,2,34.912,2,194.22,2,0.04,2,0.06,2,0.0,2,1.4,2,8.0923,2,25,    TS,0.04,2,0.02,2,1965.6,2,2291.0,2
 RF-6697,1,36, 02-25090,2,1625,10.3,10.0,30.4111,34.9119,30.4085,21.5201,30.4075,2,194.1,2,34.9108,2,193.71,2,0.02,2,0.12,2,0.0,2,1.3,2,8.0886,2,25,    TS,0.04,2,0.04,2,1969.4,2,2292.6,2
 RF-6697,1,35, 02-25088,2,1624,25.0,25.0,28.2295,34.8148,28.2236,22.1821,28.2052,2,211.1,2,-999.0,9,210.31,2,0.03,2,0.03,2,0.0,2,1.4,2,8.0898,2,25,    TS,0.06,2,0.02,2,1962.5,2,2284.9,2
 RF-6697,1,34, 02-25843,2,1619,49.0,49.0,25.944,34.8365,25.933,22.9308,25.9437,2,215.7,2,34.8358,2,215.16,2,0.03,2,0.07,2,0.0,2,1.29,2,8.0889,2,25,    TS,0.07,2,0.02,2,1970.5,2,2287.3,2
 RF-6697,1,32, 02-25841,2,1617,74.4,74.0,24.6328,34.9206,24.6168,23.3971,24.6177,2,211.7,2,-999.0,9,210.88,2,0.03,2,0.0,2,0.0,2,1.47,2,8.0692,2,25,    TS,0.16,2,0.08,2,1987.7,2,2294.5,2
 RF-6697,1,31, 02-25840,2,1616,102.6,102.0,22.4899,34.9002,22.4694,24.0096,22.4946,2,216.7,2,34.9059,4,215.43,2,0.03,2,0.04,2,0.01,2,1.75,2,8.0348,2,25,    TS,0.3,2,0.34,2,2003.6,2,2293.0,2
 RF-6697,1,30, 02-25839,2,1614,127.1,126.0,21.4503,34.8809,21.4257,24.2868,21.4458,2,210.5,2,-999.0,9,210.01,2,0.05,2,0.23,2,0.1,2,1.91,2,8.0175,2,25,    TS,0.16,2,0.29,2,2010.1,2,2289.5,2
 RF-6697,1,29, 02-25838,2,1612,149.2,148.0,20.8358,34.8913,20.8074,24.4633,20.8361,2,203.5,2,-999.0,9,203.59,6,0.1,6,0.78,6,0.13,6,2.15,6,7.9983,2,25,    TS,0.09,2,0.28,2,2019.6,2,2290.8,2
 RF-6697,1,27, 02-24661,2,1610,201.1,200.0,18.9026,34.8371,18.8668,24.9306,18.8969,2,202.1,2,34.8377,2,201.85,2,0.22,2,2.84,2,0.01,2,3.14,2,7.9652,2,25,    TS,0.02,2,0.06,2,2038.2,2,2286.3,2
 RF-6697,1,28, 02-24659,3,1610,202.1,201.0,18.8567,34.8393,18.8209,24.9438,18.8538,2,201.7,2,34.8365,2,201.76,2,0.23,2,2.98,2,0.01,2,3.21,2,7.9626,2,25,    TS,-999.0,9,-999.0,9,2039.8,2,2287.3,2
 RF-6697,1,26, 02-25835,2,1608,255.0,253.0,17.3909,34.7804,17.3482,25.2625,17.3832,2,200.3,2,34.7803,2,199.75,2,0.36,2,5.23,2,0.01,2,4.64,2,7.928,2,25,    TS,-999.0,9,-999.0,9,2047.7,2,2282.2,2
 RF-6697,1,25, 02-25834,2,1605,302.8,301.0,16.406,34.7053,16.3572,25.4387,16.4043,2,197.2,2,-999.0,9,197.1,2,0.48,2,6.87,2,0.01,2,6.46,2,7.9036,2,25,    TS,-999.0,9,-999.0,9,2065.2,6,2281.6,6
 RF-6697,1,24, 02-25248,2,1602,405.7,403.0,13.1912,34.4325,13.1347,25.9262,13.1822,2,188.1,2,34.4338,2,188.06,2,0.89,2,12.64,2,0.0,2,15.31,2,7.8141,6,25,    TS,-999.0,9,-999.0,9,2101.7,2,2273.4,2
 RF-6697,1,23, 02-25832,2,1557,507.1,503.0,10.2199,34.2198,10.1598,26.3155,10.2075,2,175.0,2,-999.0,9,174.96,2,1.35,2,18.85,2,0.0,2,27.92,2,7.7151,2,25,    TS,-999.0,9,-999.0,9,2143.9,2,2274.6,2
 RF-6697,1,22, 02-25831,3,1553,608.6,604.0,7.6032,34.1308,7.5425,26.6579,7.6044,2,134.2,2,34.1355,4,136.34,2,1.96,2,26.85,2,0.0,2,51.51,2,7.586,2,25,    TS,-999.0,9,-999.0,9,2202.2,2,2288.9,2
 RF-6697,1,20, 02-25829,2,1550,710.0,704.0,5.6973,34.1314,5.6363,26.9114,5.6981,2,90.7,2,-999.0,9,91.19,2,2.5,2,34.45,2,0.0,2,75.94,2,7.4622,2,25,    TS,-999.0,9,-999.0,9,2263.1,2,2308.6,2
 RF-6697,1,19, 02-25828,2,1547,809.2,802.0,4.9163,34.2162,4.8509,27.0708,4.9164,2,71.3,2,34.2149,2,71.32,2,2.71,2,37.36,2,0.0,2,93.7,2,7.4202,2,25,    TS,-999.0,9,-999.0,9,2294.7,2,2328.0,2
 RF-6697,1,18, 02-24660,2,1544,908.2,900.0,4.3062,34.3044,4.2363,27.2082,4.3059,2,57.0,2,-999.0,9,56.43,2,2.89,2,39.62,2,0.0,2,106.67,2,7.3978,2,25,    TS,-999.0,9,-999.0,9,2320.0,2,2345.8,2
 RF-6697,1,17, 02-25089,2,1541,1010.2,1001.0,3.8156,34.3712,3.7408,27.3123,3.8154,2,54.9,2,34.3697,2,54.44,2,2.93,2,40.49,2,0.0,2,117.55,2,7.3957,2,25,    TS,-999.0,9,-999.0,9,2334.5,2,2359.4,2
 RF-6697,1,16, 02-26328,3,1535,1214.3,1203.0,3.1822,34.4475,3.0961,27.4352,3.1819,2,60.7,2,34.4503,4,60.81,6,2.93,6,40.82,6,0.0,6,131.31,6,7.4139,2,25,    TS,-999.0,9,-999.0,9,2348.8,2,2377.5,2
 RF-6697,1,15, 02-25822,2,1530,1416.0,1402.0,2.73,34.5137,2.6322,27.5297,2.7299,2,74.7,2,34.513,2,74.2,2,2.89,2,40.6,2,0.0,2,139.36,2,7.4417,2,25,    TS,-999.0,9,-999.0,9,2346.3,2,2390.6,2
 RF-6697,1,14, 02-26326,2,1530,1416.2,1402.0,2.7297,34.5138,2.6319,27.5298,2.7294,2,74.7,2,34.5129,2,74.69,2,2.88,2,40.21,2,0.0,2,139.07,2,7.4423,2,25,    TS,-999.0,9,-999.0,9,2351.1,2,2391.1,2
 RF-6697,1,13, 02-26325,3,1525,1618.5,1602.0,2.3506,34.5599,2.2408,27.5997,2.3505,2,89.3,2,-999.0,9,89.3,2,2.82,2,39.68,2,0.0,2,143.95,2,7.4673,2,25,    TS,-999.0,9,-999.0,9,2348.1,2,2398.8,2
 RF-6697,1,12, 02-26324,2,1520,1820.2,1801.0,2.1713,34.5925,2.0474,27.6414,2.1716,2,103.7,2,34.5928,2,104.04,2,2.75,2,38.75,2,0.0,2,143.64,2,7.4977,2,25,    TS,-999.0,9,-999.0,9,2343.9,6,2403.9,6
 RF-6697,1,11, 02-26323,2,1515,2024.9,2002.0,2.0082,34.6167,1.8696,27.6748,2.0083,2,114.8,2,34.6148,4,114.66,2,2.7,2,38.18,2,0.0,2,143.56,2,7.5212,6,25,    TS,-999.0,9,-999.0,9,2337.5,2,2405.5,2
 RF-6697,1,10, 02-26322,2,1510,2274.4,2248.0,1.8536,34.6326,1.6961,27.7008,1.8534,2,123.0,2,34.6324,2,123.09,2,2.66,2,37.68,2,0.0,2,144.61,2,7.5351,2,25,    TS,-999.0,9,-999.0,9,2337.7,2,2409.5,2
 RF-6697,1,8, 02-26320,2,1504,2529.2,2498.0,1.756,34.6449,1.5777,27.7195,1.7561,2,129.9,2,34.6458,2,129.92,2,2.63,2,37.27,2,0.0,2,144.67,2,7.5418,2,25,    TS,-999.0,9,-999.0,9,2331.5,2,2410.0,2
 RF-6697,1,7, 02-26319,2,1459,2783.6,2748.0,1.6964,34.6536,1.4959,27.7324,1.6963,2,135.0,2,34.6532,6,134.66,2,2.61,2,37.11,2,0.0,2,144.52,2,7.5526,2,25,    TS,-999.0,9,-999.0,9,2334.8,2,2413.1,2
 RF-6697,1,6, 02-26318,2,1453,3038.7,2998.0,1.6397,34.6615,1.4162,27.7446,1.6395,2,140.0,2,34.6621,2,140.1,2,2.59,2,36.75,2,0.0,2,144.35,2,7.5617,2,25,    TS,-999.0,9,-999.0,9,2326.4,6,2415.1,6
 RF-6697,1,5, 02-26317,2,1447,3292.7,3246.0,1.6031,34.6677,1.3555,27.7539,1.6037,2,144.0,2,34.6646,4,143.2,2,2.57,2,36.49,2,0.0,2,143.63,2,7.5685,6,25,    TS,-999.0,9,-999.0,9,2324.6,2,2413.6,2
 RF-6697,1,4, 02-26316,2,1442,3548.8,3497.0,1.5545,34.675,1.282,27.7649,1.5545,2,149.4,2,34.6752,2,149.58,2,2.54,2,36.13,2,0.0,2,143.16,2,7.577,2,25,    TS,-999.0,9,-999.0,9,2323.5,2,2414.7,2
 RF-6697,1,3, 02-26315,2,1436,3805.3,3747.0,1.5063,34.6819,1.2082,27.7756,1.5062,2,155.2,2,34.6821,6,155.22,6,2.51,6,35.77,6,0.0,6,142.37,6,7.5811,2,25,    TS,-999.0,9,-999.0,9,2316.4,2,2411.9,2
 RF-6697,1,2, 02-26314,2,1431,4065.0,4001.0,1.511,34.6841,1.1847,27.779,1.5111,2,157.2,2,34.6836,2,157.29,2,2.5,2,35.49,2,0.0,2,141.85,2,7.588,2,25,    TS,-999.0,9,-999.0,9,2321.4,2,2412.7,2
 RF-6697,1,1, 02-26313,4,1428,4154.9,4088.0,1.5213,34.6839,1.1848,27.7788,1.5212,2,157.4,2,34.6707,4,154.1,4,2.49,4,35.38,4,0.0,4,138.94,4,7.5875,4,25,    TS,-999.0,9,-999.0,9,2313.7,4,2409.6,4
 NC-6961,1,-9,      -9,8,1502,2.2,2,28.237,33.897,28.2365,21.4882,,2,,2.0,,2.0,206.5,2.0,0.06,2.0,0.1,2.0,0.05,,,,,,,,0.11,,0.05,,,,,
 NC-6961,1,7, 02-5322,2,1502,2.2,2,28.237,33.897,28.2365,21.4882,,9,,9.0,,9.0,-9.0,9.0,-9.0,9.0,-9.0,9.0,-9.0,,,,,,,,-9.0,,-9.0,,,,,
 NC-6961,1,6,02-10283,2,1501,9.7,10,28.1594,33.892,28.1571,21.5104,,2,,2.0,,2.0,204.9,2.0,0.03,2.0,0.0,2.0,0.01,,,,,,,,0.17,,0.06,,,,,
 NC-6961,1,5,02-18606,2,1500,19.5,19,28.0027,33.8801,27.9981,21.5533,,2,,2.0,,2.0,204.8,2.0,0.03,2.0,0.0,2.0,0.02,,,,,,,,0.15,,0.08,,,,,
 NC-6961,1,4,02-15249,2,1500,29.8,30,27.9547,33.8731,27.9477,21.5645,,2,,2.0,,2.0,205.3,2.0,0.02,2.0,0.0,2.0,0.0,,,,,,,,0.18,,0.11,,,,,
 NC-6961,1,3,02-14036,2,1459,50.6,50,26.2995,34.0325,26.2881,22.2138,,2,,2.0,,2.0,191.7,2.0,0.05,2.0,0.1,2.0,0.0,,,,,,,,1.01,,0.82,,,,,
 NC-6961,1,2,02-15247,4,1458,75.3,75,21.6421,34.3308,21.6275,23.8129,,4,,4.0,,4.0,-9.0,4.0,-9.0,4.0,-9.0,4.0,-9.0,,,,,,,,-9.0,,-9.0,,,,,
 NC-6961,1,1,02-18608,2,1456,113.6,113,18.9366,34.4954,18.9164,24.6567,,2,,2.0,,2.0,135.2,2.0,0.88,2.0,12.5,2.0,0.12,,,,,,,,0.05,,0.11,,,,,
 NC-6963,1,-9,      -9,8,1854,2.8,3,28.3719,33.9968,28.3712,21.5191,,2,,2.0,,2.0,204.4,2.0,0.06,2.0,0.1,2.0,0.01,,,,,,,,0.11,,0.05,,,,,
 NC-6963,1,7, 02-5322,2,1853,9.5,9,28.3787,33.9976,28.3764,21.5179,,2,,2.0,,2.0,204.3,2.0,0.02,2.0,0.0,2.0,0.01,,,,,,,,0.11,,0.05,,,,,
 NC-6963,1,6,02-10283,2,1851,20.3,20,28.2762,33.9914,28.2714,21.5477,,2,,2.0,,2.0,204.7,2.0,0.05,2.0,0.2,2.0,0.13,,,,,,,,0.11,,0.06,,,,,
 NC-6963,1,5,02-18606,2,1850,29.9,30,28.1301,33.9912,28.1231,21.5961,,2,,2.0,,2.0,203.9,2.0,0.03,2.0,0.0,2.0,0.01,,,,,,,,0.12,,0.07,,,,,
 NC-6963,1,4,02-15249,2,1849,50.3,50,25.5078,34.1947,25.4968,22.5813,,2,,2.0,,2.0,181.7,2.0,0.1,2.0,1.6,2.0,0.21,,,,,,,,0.52,,0.55,,,,,
 NC-6963,1,3,02-14036,2,1848,74.7,74,20.4403,34.5352,20.4263,24.2944,,2,,2.0,,2.0,159.3,2.0,0.48,2.0,8.4,2.0,0.06,,,,,,,,0.28,,0.3,,,,,
 NC-6963,1,2,02-15247,2,1847,99.5,99,18.6718,34.5774,18.6544,24.7856,,2,,2.0,,2.0,153.2,2.0,0.64,2.0,10.8,2.0,0.03,,,,,,,,0.09,,0.12,,,,,
 NC-6963,1,1,02-18608,2,1846,124.3,123,17.1694,34.5422,17.1488,25.1275,,2,,2.0,,2.0,149.9,2.0,0.84,2.0,13.1,2.0,0.06,,,,,,,,0.06,,0.19,,,,,
 NC-6965,1,-9,      -9,8,2209,1.4,1,28.1178,34.0048,28.1174,21.6082,,2,,2.0,,2.0,206.4,2.0,0.06,2.0,0.2,2.0,0.02,,,,,,,,0.1,,0.04,,,,,
 NC-6965,1,8,02-18605,2,2208,9.6,10,28.1254,34.0057,28.1232,21.607,,2,,2.0,,2.0,205.6,2.0,0.01,2.0,0.0,2.0,0.01,,,,,,,,0.09,,0.04,,,,,
 NC-6965,1,7, 02-5322,2,2207,19.9,20,28.0617,34.0208,28.057,21.6399,,2,,2.0,,2.0,206.3,2.0,0.03,2.0,0.0,2.0,0.03,,,,,,,,0.07,,0.03,,,,,
 NC-6965,1,6,02-10283,2,2205,29.3,29,27.9023,34.0567,27.8954,21.7195,,2,,2.0,,2.0,206.5,2.0,0.02,2.0,0.1,2.0,0.04,,,,,,,,0.11,,0.07,,,,,
 NC-6965,1,5,02-18606,2,2205,49.1,49,26.9008,33.8992,26.8897,21.9239,,2,,2.0,,2.0,210.2,2.0,0.01,2.0,0.1,2.0,0.09,,,,,,,,0.32,,0.22,,,,,
 NC-6965,1,4,02-15249,2,2204,74.3,74,25.3525,34.1913,25.3363,22.6279,,2,,2.0,,2.0,191.1,2.0,0.14,2.0,2.8,2.0,0.49,,,,,,,,0.37,,0.29,,,,,
 NC-6965,1,3,02-14036,2,2203,100.5,100,19.9919,34.6781,19.9734,24.5232,,2,,2.0,,2.0,183.4,2.0,0.31,2.0,5.9,2.0,0.05,,,,,,,,0.08,,0.12,,,,,
 NC-6965,1,2,02-15247,2,2202,124.5,124,18.1294,34.6845,18.108,25.0037,,2,,2.0,,2.0,179.0,2.0,0.45,2.0,8.4,2.0,0.04,,,,,,,,0.03,,0.08,,,,,
 NC-6965,1,1,02-18608,2,2201,142.9,142,14.9883,34.546,14.9668,25.6291,,2,,2.0,,2.0,158.2,2.0,0.92,2.0,14.9,2.0,0.04,,,,,,,,0.04,,0.07,,,,,
 NC-6967,1,-9,      -9,8,103,2.0,2,28.396,34.1536,28.3955,21.6288,,2,,2.0,,2.0,206.0,2.0,0.04,2.0,0.0,2.0,0.06,,,,,,,,0.07,,0.05,,,,,
 NC-6967,1,11, 02-8253,2,102,10.4,10,28.4174,34.1583,28.4149,21.6259,,2,,2.0,,2.0,202.7,2.0,0.05,2.0,0.2,2.0,0.25,,,,,,,,0.08,,0.05,,,,,
 NC-6967,1,10,02-18609,2,101,19.6,19,28.4137,34.1589,28.409,21.6284,,2,,2.0,,2.0,202.2,2.0,0.0,2.0,0.0,2.0,0.05,,,,,,,,0.08,,0.04,,,,,
 NC-6967,1,9, 02-9876,2,101,30.2,30,28.4102,34.1594,28.403,21.6307,,2,,2.0,,2.0,202.6,2.0,0.0,2.0,0.1,2.0,0.07,,,,,,,,0.08,,0.04,,,,,
 NC-6967,1,8,02-18605,2,100,50.3,50,28.1138,34.2277,28.1019,21.7808,,2,,2.0,,2.0,203.9,2.0,0.0,2.0,0.0,2.0,0.04,,,,,,,,0.12,,0.07,,,,,
 NC-6967,1,7, 02-5322,2,59,75.8,75,27.1866,34.2938,27.1692,22.132,,2,,2.0,,2.0,203.0,2.0,0.0,2.0,0.0,2.0,0.06,,,,,,,,0.32,,0.22,,,,,
 NC-6967,1,6,02-10283,2,58,101.3,101,25.4762,34.283,25.454,22.661,,2,,2.0,,2.0,192.8,2.0,0.11,2.0,2.2,2.0,0.51,,,,,,,,0.41,,0.32,,,,,
 NC-6967,1,5,02-18606,2,58,126.2,125,21.3252,34.649,21.3008,24.1447,,2,,2.0,,2.0,181.5,2.0,0.3,2.0,5.2,2.0,0.22,,,,,,,,0.08,,0.12,,,,,
 NC-6967,1,4,02-15249,2,57,150.9,150,20.1735,34.6348,20.1455,24.4448,,4,,2.0,,2.0,-9.0,2.0,0.36,2.0,6.4,2.0,0.12,,,,,,,,0.07,,0.1,,,,,
 NC-6967,1,3,02-14036,2,55,201.1,200,15.0432,34.581,15.0128,25.6461,,2,,2.0,,2.0,173.5,2.0,0.78,2.0,13.1,2.0,0.14,,,,,,,,0.01,,0.03,,,,,
 NC-6967,1,2,02-15247,2,54,250.0,248,10.8456,34.3901,10.8152,26.3337,,2,,2.0,,2.0,144.6,2.0,1.45,2.0,22.2,2.0,0.07,,,,,,,,0.01,,0.03,,,,,
 NC-6967,1,1,02-18608,2,53,266.4,264,10.2365,34.3716,10.2053,26.4261,,2,,2.0,,2.0,138.1,2.0,1.62,2.0,24.1,2.0,0.1,,,,,,,,0.0,,0.04,,,,,
 NC-6969,2,-9,      -9,8,552,2.7,3,28.4148,34.1579,28.4141,21.626,,2,,2.0,,2.0,203.7,2.0,0.05,2.0,0.0,2.0,0.06,,,,,,,,0.09,,0.05,,,,,
 NC-6969,2,11, 02-8253,2,551,10.6,10,28.4239,34.1597,28.4214,21.6249,,2,,2.0,,2.0,203.4,2.0,0.0,2.0,0.0,2.0,0.02,,,,,,,,0.11,,0.06,,,,,
 NC-6969,2,10,02-18609,2,549,21.0,21,28.3958,34.169,28.3908,21.642,,2,,2.0,,2.0,203.2,2.0,0.01,2.0,0.0,2.0,0.04,,,,,,,,0.1,,0.05,,,,,
 NC-6969,2,9, 02-9876,2,548,29.7,29,28.0203,34.2157,28.0133,21.8007,,2,,2.0,,2.0,203.3,2.0,0.0,2.0,0.0,2.0,0.02,,,,,,,,0.11,,0.07,,,,,
 NC-6969,2,8,02-18605,2,547,49.5,49,27.8755,34.2856,27.8639,21.9018,,2,,2.0,,2.0,207.3,2.0,0.0,4.0,0.0,4.0,0.03,,,,,,,,-9.0,,-9.0,,,,,
 NC-6969,2,7, 02-5322,2,546,74.5,74,27.4794,34.3352,27.4621,22.0691,,2,,2.0,,2.0,205.7,2.0,0.0,2.0,0.0,2.0,0.02,,,,,,,,0.15,,0.18,,,,,
 NC-6969,2,6,02-10283,2,545,101.1,100,24.7067,34.6318,24.685,23.1582,,2,,2.0,,2.0,196.3,2.0,0.06,2.0,1.6,2.0,0.24,,,,,,,,0.27,,0.28,,,,,
 NC-6969,2,5,02-18606,2,544,126.1,125,23.3674,34.7364,23.3414,23.6349,,2,,2.0,,2.0,191.2,2.0,0.12,2.0,2.3,2.0,0.14,,,,,,,,0.24,,0.17,,,,,
 NC-6969,2,4,02-15249,2,542,149.7,149,21.3213,34.7755,21.2924,24.2432,,2,,2.0,,2.0,184.9,2.0,0.25,2.0,4.3,2.0,0.08,,,,,,,,0.04,,0.07,,,,,
 NC-6969,2,3,02-14036,2,540,200.6,199,19.0908,34.8014,19.055,24.8553,,2,,2.0,,2.0,193.2,2.0,0.24,2.0,4.8,2.0,0.04,,,,,,,,0.02,,0.04,,,,,
 NC-6969,2,2,02-15247,2,538,253.7,252,16.5497,34.6757,16.5087,25.3808,,2,,2.0,,2.0,181.3,2.0,0.55,2.0,9.8,2.0,0.06,,,,,,,,0.0,,0.02,,,,,
 NC-6969,2,1,02-18608,2,536,303.2,301,14.2874,34.5542,14.243,25.7913,,2,,2.0,,2.0,173.1,2.0,0.84,2.0,14.0,2.0,0.06,,,,,,,,0.0,,0.02,,,,,
 NC-6969,1,7, 02-5322,2,441,404.3,401,10.0242,34.3599,9.9771,26.456,,2,,2.0,,2.0,137.9,2.0,1.62,9.0,24.4,9.0,0.03,,,,,,,,-9.0,,-9.0,,,,,
 NC-6969,1,6,02-10283,2,434,504.4,500,7.5383,34.2589,7.4885,26.7664,,2,,2.0,,2.0,116.0,2.0,2.13,9.0,30.7,9.0,0.01,,,,,,,,-9.0,,-9.0,,,,,
 NC-6969,1,5,02-18606,2,432,603.7,599,6.8853,34.3612,6.8283,26.939,,2,,2.0,,2.0,103.0,2.0,2.34,9.0,32.9,9.0,0.04,,,,,,,,-9.0,,-9.0,,,,,
 NC-6969,1,4,02-15249,2,427,705.3,699,5.976,34.3688,5.9136,27.0647,,2,,2.0,,2.0,93.9,2.0,2.55,9.0,35.2,9.0,0.02,,,,,,,,-9.0,,-9.0,,,,,
 NC-6969,1,3,02-14036,4,425,803.5,797,5.219,34.3749,5.1521,27.162,,4,,4.0,,4.0,-9.0,4.0,-9.0,9.0,-9.0,9.0,-9.0,,,,,,,,-9.0,,-9.0,,,,,
 NC-6969,1,2,02-15247,2,423,906.5,899,4.78,34.3952,4.7067,27.229,,2,,2.0,,2.0,86.3,2.0,2.65,9.0,36.7,9.0,0.01,,,,,,,,-9.0,,-9.0,,,,,
 NC-6969,1,1,02-18608,2,421,976.1,967,4.5699,34.4046,4.4921,27.2602,,2,,2.0,,2.0,80.4,2.0,2.79,9.0,38.4,9.0,0.01,,,,,,,,-9.0,,-9.0,,,,,
 NC-6970,1,12, 02-8078,2,822,50.1,50,27.5898,34.2701,27.5781,21.9827,,2,,,34.2722,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,11, 02-8253,2,820,99.9,99,25.4606,34.567,25.4387,22.8802,,2,,,34.5684,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,10,02-18609,2,819,150.5,149,21.6393,34.8255,21.6099,24.1938,,4,,,33.2527,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,9, 02-9876,2,817,200.7,199,19.0965,34.8258,19.0606,24.8725,,2,,,34.8272,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,8,02-18605,2,816,251.5,250,17.5446,34.775,17.5022,25.2212,,2,,,34.7733,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,7, 02-5322,2,814,301.5,299,16.3009,34.6959,16.2525,25.4557,,2,,,34.6953,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,6,02-10283,2,812,402.6,400,12.819,34.4497,12.764,26.0134,,4,,,34.4569,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,5,02-18606,2,808,502.5,499,9.3108,34.3266,9.2546,26.5499,,2,,,34.3257,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,4,02-15249,2,757,604.4,600,7.2321,34.3125,7.1734,26.8531,,2,,,34.3086,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,3,02-14036,2,755,705.4,700,6.2359,34.3642,6.1722,27.0283,,2,,,34.3642,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,2,02-15247,2,753,807.0,800,5.4214,34.3605,5.3529,27.1269,,4,,,34.398,,,,,,,,,,,,,,,,,,,,,,,
 NC-6970,1,1,02-18608,2,748,1073.8,1064,4.1401,34.4276,4.0573,27.3248,,2,,,34.4276,,,,,,,,,,,,,,,,,,,,,,,
 NC-6971,2,-9,      -9,8,1108,1.8,2,28.39,34.4876,28.3896,21.8817,,2,,2.0,,2.0,203.4,2.0,0.03,2.0,0.1,2.0,0.0,,,,,,,,0.06,,0.03,,,,,
 NC-6971,2,11, 02-8253,2,1107,9.5,9,28.3689,34.4877,28.3666,21.8893,,2,,2.0,,2.0,202.7,2.0,0.0,2.0,0.0,2.0,0.01,,,,,,,,0.06,,0.03,,,,,
 NC-6971,2,10,02-18609,2,1106,20.2,20,28.3304,34.4872,28.3256,21.9025,,2,,2.0,,2.0,202.7,2.0,0.0,2.0,0.0,2.0,0.02,,,,,,,,0.07,,0.03,,,,,
 NC-6971,2,9, 02-9876,2,1105,28.7,29,28.3154,34.4871,28.3086,21.908,,2,,2.0,,2.0,205.3,2.0,0.0,2.0,0.0,2.0,0.02,,,,,,,,0.07,,0.04,,,,,
 NC-6971,2,8,02-18605,2,1104,49.2,49,27.5605,34.4102,27.549,22.0975,,2,,2.0,,2.0,205.3,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,0.12,,0.06,,,,,
 NC-6971,2,7, 02-5322,2,1103,74.5,74,27.2309,34.5205,27.2137,22.2884,,2,,2.0,,2.0,206.7,2.0,0.02,2.0,0.0,2.0,0.08,,,,,,,,0.17,,0.09,,,,,
 NC-6971,2,6,02-10283,2,1102,101.5,101,24.8657,34.5967,24.8438,23.0838,,2,,2.0,,2.0,197.3,2.0,0.04,2.0,1.2,2.0,0.3,,,,,,,,0.36,,0.31,,,,,
 NC-6971,2,5,02-18606,2,1101,124.9,124,22.6428,34.8182,22.6176,23.9053,,2,,2.0,,2.0,204.0,2.0,0.01,2.0,1.0,2.0,0.13,,,,,,,,0.26,,0.31,,,,,
 NC-6971,2,4,02-15249,2,1100,151.9,151,21.094,34.8498,21.0649,24.3619,,2,,2.0,,2.0,205.3,2.0,0.05,2.0,1.2,2.0,0.11,,,,,,,,0.1,,0.13,,,,,
 NC-6971,2,3,02-14036,2,1058,202.6,201,19.1407,34.834,19.1044,24.8676,,2,,2.0,,2.0,201.7,2.0,0.14,2.0,3.6,2.0,0.04,,,,,,,,0.01,,0.03,,,,,
 NC-6971,2,2,02-15247,2,1057,251.7,250,17.4532,34.7727,17.4109,25.2415,,2,,2.0,,2.0,199.5,2.0,0.26,2.0,6.0,2.0,0.04,,,,,,,,0.01,,0.02,,,,,
